"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"Gm5523"	0	NA	NA	NA	NA	NA
"Eya1"	0.234776103938438	0.414495460440354	0.729606434781522	0.568108285070805	0.569961442371383	NA
"Msc"	0.268642482955885	-0.43929533429559	0.737831958113401	-0.595386699457755	0.551585014102991	NA
"Trpa1"	0.234776103938438	0.414495460440354	0.729606434781522	0.568108285070805	0.569961442371383	NA
"Kcnb2"	0	NA	NA	NA	NA	NA
"Terf1"	1.89089432776106	1.33324509745241	1.07548155510511	1.23967267604335	0.215096487525216	NA
"Sbspon"	0	NA	NA	NA	NA	NA
"4930444P10Rik"	0	NA	NA	NA	NA	NA
"Rpl7"	4.41217737197588	0.14667497921383	0.882862801823377	0.16613564294577	0.868050204893846	NA
"Rdh10"	0.268642482955885	-0.43929533429559	0.737831958113401	-0.595386699457755	0.551585014102991	NA
"Stau2"	0.516104083147874	-0.555335537120785	0.800369105616121	-0.693849291813044	0.487776726738759	NA
"Ube2w"	1.25429877398064	-0.257182061206097	1.02863560345378	-0.250022515595002	0.802569936557723	NA
"Tceb1"	1.20774689870964	0.579502577947121	1.01755625524865	0.569504216556083	0.569014010036766	NA
"D030040B21Rik"	0	NA	NA	NA	NA	NA
"Tmem70"	0.750880187086312	-0.236144760786094	0.882801097176163	-0.267494865538178	0.789088166899326	NA
"Ly96"	0	NA	NA	NA	NA	NA
"Jph1"	0.268642482955885	-0.43929533429559	0.737831958113401	-0.595386699457755	0.551585014102991	NA
"Gdap1"	0	NA	NA	NA	NA	NA
"Pi15"	0	NA	NA	NA	NA	NA
"Crispld1"	0	NA	NA	NA	NA	NA
"Crisp4"	0	NA	NA	NA	NA	NA
"Defb44-ps"	0	NA	NA	NA	NA	NA
"Defb18"	0	NA	NA	NA	NA	NA
"Defb41"	0	NA	NA	NA	NA	NA
"Gm15386"	0	NA	NA	NA	NA	NA
"Tfap2d"	0	NA	NA	NA	NA	NA
"Tfap2b"	0	NA	NA	NA	NA	NA
"Pkhd1"	0.234776103938438	0.414495460440354	0.729606434781522	0.568108285070805	0.569961442371383	NA
"4930486I03Rik"	0	NA	NA	NA	NA	NA
"Mir206"	0	NA	NA	NA	NA	NA
"Mir133b"	0	NA	NA	NA	NA	NA
"Il17a"	0	NA	NA	NA	NA	NA
"Il17f"	0	NA	NA	NA	NA	NA
"Mcm3"	15.8656211345214	0.417007962753935	0.558330884299222	0.746883209366672	0.45513406209896	0.999227153164369
"6720483E21Rik"	0	NA	NA	NA	NA	NA
"Paqr8"	0.951789912007303	0.328327273342796	0.906356124962753	0.362249743009448	0.717165410553694	NA
"Efhc1"	0	NA	NA	NA	NA	NA
"Tram2"	0	NA	NA	NA	NA	NA
"Tmem14a"	0	NA	NA	NA	NA	NA
"Gsta3"	0.234776103938438	0.414495460440354	0.729606434781522	0.568108285070805	0.569961442371383	NA
"Gm4956"	0	NA	NA	NA	NA	NA
"Khdc1a"	0	NA	NA	NA	NA	NA
"Khdc1c"	0	NA	NA	NA	NA	NA
"Khdc1b"	0	NA	NA	NA	NA	NA
"Kcnq5"	0	NA	NA	NA	NA	NA
"Rims1"	0	NA	NA	NA	NA	NA
"4933415F23Rik"	0	NA	NA	NA	NA	NA
"Mir30a"	0	NA	NA	NA	NA	NA
"Mir30c-2"	0	NA	NA	NA	NA	NA
"Ogfrl1"	0	NA	NA	NA	NA	NA
"B3gat2"	0.247461600191988	-0.431760461295269	0.733298337348993	-0.58879236363219	0.556000569113249	NA
"Smap1"	2.72219276913581	-0.265366473341053	1.01620057431874	-0.261135921438496	0.793987691147101	NA
"1110058L19Rik"	0.738194690832762	0.146973479313671	0.834066420986904	0.176213159546413	0.860126482732289	NA
"Fam135a"	0.951789912007303	0.328327273342796	0.906356124962753	0.362249743009448	0.717165410553694	NA
"Col9a1"	0	NA	NA	NA	NA	NA
"Col19a1"	0	NA	NA	NA	NA	NA
"Lmbrd1"	0.268642482955885	-0.43929533429559	0.737831958113401	-0.595386699457755	0.551585014102991	NA
"Bai3"	0	NA	NA	NA	NA	NA
"Gm20172"	0	NA	NA	NA	NA	NA
"4931408C20Rik"	0	NA	NA	NA	NA	NA
"Gm597"	0	NA	NA	NA	NA	NA
"Mir6342"	0	NA	NA	NA	NA	NA
"Phf3"	6.24181760062893	-0.805041088679315	0.800741984245834	-1.00536890099191	0.314719248933487	0.999227153164369
"Ptp4a1"	0.268642482955885	-0.43929533429559	0.737831958113401	-0.595386699457755	0.551585014102991	NA
"Gm13363"	0	NA	NA	NA	NA	NA
"4931428L18Rik"	0	NA	NA	NA	NA	NA
"Lgsn"	0	NA	NA	NA	NA	NA
"Pih1d3"	0	NA	NA	NA	NA	NA
"Gm4850"	0	NA	NA	NA	NA	NA
"Khdrbs2"	0	NA	NA	NA	NA	NA
"Gm9839"	0	NA	NA	NA	NA	NA
"Gm5415"	0	NA	NA	NA	NA	NA
"Prim2"	1.53562675319007	-1.01990896566796	1.07006231776583	-0.953130438045344	0.340523985797439	NA
"1700001G17Rik"	0	NA	NA	NA	NA	NA
"Rab23"	1.93744620303205	0.350859379502177	1.06577127762712	0.329207013613038	0.74199922204824	NA
"Bag2"	0	NA	NA	NA	NA	NA
"Zfp451"	1.72385098185751	0.139319267500031	1.07597229260502	0.129482207355662	0.896976102902928	NA
"Gm15455"	0.234776103938438	0.414495460440354	0.729606434781522	0.568108285070805	0.569961442371383	NA
"Bend6"	0	NA	NA	NA	NA	NA
"Dst"	3.9638060468629	-0.111300202942249	0.907871415952134	-0.122594676940591	0.90242806983303	NA
"Mir6896"	0	NA	NA	NA	NA	NA
"Mir5103"	0	NA	NA	NA	NA	NA
"Ccdc115"	0.234776103938438	0.414495460440354	0.729606434781522	0.568108285070805	0.569961442371383	NA
"Imp4"	4.61727720664007	0.0295803793693118	0.884599677597868	0.0334392834616867	0.973324283494925	NA
"Ptpn18"	0	NA	NA	NA	NA	NA
"Prss39"	0	NA	NA	NA	NA	NA
"Cfc1"	0	NA	NA	NA	NA	NA
"Prss40"	0	NA	NA	NA	NA	NA
"Amer3"	0	NA	NA	NA	NA	NA
"AA619741"	0	NA	NA	NA	NA	NA
"Arhgef4"	0	NA	NA	NA	NA	NA
"Fam168b"	7.03277100405935	0.494806498216552	0.7765167731768	0.637212891348444	0.523986181743319	0.999227153164369
"Plekhb2"	1.91207521052495	1.29026691838619	1.07615413661539	1.19896107303383	0.230543082251417	NA
"Mir7669"	0	NA	NA	NA	NA	NA
"Hs6st1"	4.64695347591431	0.25675137195914	0.873556250464603	0.293915099139393	0.768822779994537	NA
"Uggt1"	7.05814199656645	0.151402786232699	0.772392886133379	0.19601784137426	0.844596201487519	0.999227153164369
"Mir6897"	0	NA	NA	NA	NA	NA
"Neurl3"	0	NA	NA	NA	NA	NA
"Arid5a"	0	NA	NA	NA	NA	NA
"Kansl3"	2.15953681071694	1.00440909952715	1.04960942291167	0.956936054118933	0.338599531908297	NA
"Mir6898"	0	NA	NA	NA	NA	NA
"Fer1l5"	0	NA	NA	NA	NA	NA
"Lman2l"	1.46789399515518	-0.050492607229294	1.06320163475842	-0.0474910925440467	0.962121829447101	NA
"Cnnm4"	0.503418586894324	-0.0294079971560354	0.78947349828837	-0.0372501385034379	0.970285561583711	NA
"Cnnm3"	1.23311789121674	-0.241614976003134	1.02424276958246	-0.235896198810004	0.813513217936848	NA
"Ankrd23"	0.268642482955885	-0.43929533429559	0.737831958113401	-0.595386699457755	0.551585014102991	NA
"Ankrd39"	0.268642482955885	-0.43929533429559	0.737831958113401	-0.595386699457755	0.551585014102991	NA
"Sema4c"	0	NA	NA	NA	NA	NA
"Fam178b"	0	NA	NA	NA	NA	NA
"Cox5b"	0.717013808068864	0.18550819629362	0.873287552260848	0.212425100773919	0.83177540501117	NA
"Actr1b"	3.65280179837922	0.0549072548562583	0.929882179718037	0.0590475396279855	0.95291424299304	NA
"4933424G06Rik"	0	NA	NA	NA	NA	NA
"Zap70"	0	NA	NA	NA	NA	NA
"Tmem131"	6.81068039637446	0.246932730394921	0.776329458375338	0.318077238640008	0.750426348656343	0.999227153164369
"Cnga3"	0.482237704130426	-0.013750775887993	0.78797011559185	-0.017450885022035	0.986076914946203	NA
"Inpp4a"	0.516104083147874	-0.555335537120785	0.800369105616121	-0.693849291813044	0.487776726738759	NA
"Coa5"	2.37313203189148	1.15865982975752	1.04278841062125	1.11111690344472	0.266518032879984	NA
"Unc50"	0.964475408260853	-0.0197002600967108	0.911360619148327	-0.0216163170569306	0.982754017443789	NA
"Mgat4a"	0.98565629102475	-0.0366141554814006	0.955804381627481	-0.0383071642955397	0.969442778698706	NA
"4930594C11Rik"	0	NA	NA	NA	NA	NA
"2010300C02Rik"	0	NA	NA	NA	NA	NA
"Tsga10"	0	NA	NA	NA	NA	NA
"Lipt1"	0.247461600191988	-0.431760461295269	0.733298337348993	-0.58879236363219	0.556000569113249	NA
"Mitd1"	0.503418586894324	-0.0294079971560354	0.78947349828837	-0.0372501385034379	0.970285561583711	NA
"Mrpl30"	0.772061069850209	-0.21823580378329	0.844727365465362	-0.258350578784746	0.7961363545359	NA
"Lyg2"	0	NA	NA	NA	NA	NA
"Lyg1"	0	NA	NA	NA	NA	NA
"Txndc9"	0.9729707947712	0.361117410550629	0.953908421011954	0.378566120810148	0.70501008446361	NA
"Eif5b"	9.23885969004728	0.430798430238319	0.693971925381965	0.620772129940568	0.534749563062656	0.999227153164369
"Rev1"	2.66714550735447	0.101329168757482	1.01037769651205	0.100288406115142	0.920115361666633	NA
"Aff3"	0.784746566103759	-0.70305630636448	0.864003103557497	-0.813719653864292	0.415805572321928	NA
"Lonrf2"	0	NA	NA	NA	NA	NA
"Chst10"	0.494923200383977	-0.509944709005495	0.776203402966891	-0.656973039613492	0.511198252052982	NA
"Nms"	0	NA	NA	NA	NA	NA
"Pdcl3"	2.17222230697049	0.534067534878508	1.04970329649121	0.508779515758129	0.610906779185717	NA
"Mir6349"	0	NA	NA	NA	NA	NA
"Npas2"	0	NA	NA	NA	NA	NA
"Rpl31"	0	NA	NA	NA	NA	NA
"Tbc1d8"	1.20774689870964	0.514290033871331	0.98703532231949	0.521045217168897	0.602335272450304	NA
"Cnot11"	2.16372692046014	0.134132846446433	1.05990531290705	0.126551725718348	0.899295206926601	NA
"Snord89"	0	NA	NA	NA	NA	NA
"Rnf149"	1.74503186462141	0.119775889420733	1.07723163710031	0.11118861096871	0.91146678276185	NA
"Creg2"	0	NA	NA	NA	NA	NA
"Rfx8"	0	NA	NA	NA	NA	NA
"Gm3646"	0	NA	NA	NA	NA	NA
"1700066B17Rik"	0	NA	NA	NA	NA	NA
"Map4k4"	9.59211053703482	-0.309334894388638	0.681876593604627	-0.45365231376163	0.650079094210859	0.999227153164369
"Gm16894"	0	NA	NA	NA	NA	NA
"Il1r2"	0.247461600191988	-0.431760461295269	0.733298337348993	-0.58879236363219	0.556000569113249	NA
"Il1r1"	0	NA	NA	NA	NA	NA
"Il1rl2"	0	NA	NA	NA	NA	NA
"Il1rl1"	0	NA	NA	NA	NA	NA
"Il18r1"	0	NA	NA	NA	NA	NA
"Il18rap"	0	NA	NA	NA	NA	NA
"Slc9a4"	0	NA	NA	NA	NA	NA
"Slc9a2"	0	NA	NA	NA	NA	NA
"Mfsd9"	0	NA	NA	NA	NA	NA
"Tmem182"	0	NA	NA	NA	NA	NA
"4930448I06Rik"	0	NA	NA	NA	NA	NA
"Pou3f3os"	0	NA	NA	NA	NA	NA
"Pou3f3"	0	NA	NA	NA	NA	NA
"2900092D14Rik"	0	NA	NA	NA	NA	NA
"2610207O16Rik"	0	NA	NA	NA	NA	NA
"Mrps9"	1.48907487791907	-0.0689805675825515	1.07363004671789	-0.0642498482539927	0.948771286188769	NA
"Gpr45"	0	NA	NA	NA	NA	NA
"Tgfbrap1"	0.729699304322415	-0.192598804115248	0.832053742506083	-0.231473995339718	0.816946585613013	NA
"AI597479"	0.247461600191988	-0.431760461295269	0.733298337348993	-0.58879236363219	0.556000569113249	NA
"Fhl2"	0	NA	NA	NA	NA	NA
"Nck2"	0.503418586894324	-0.0294079971560355	0.78947349828837	-0.037250138503438	0.970285561583711	NA
"1500015O10Rik"	0	NA	NA	NA	NA	NA
"Uxs1"	0.247461600191988	-0.431760461295269	0.733298337348993	-0.58879236363219	0.556000569113249	NA
"Tpp2"	2.93578799031035	-0.0862186163160916	0.985226459330268	-0.0875114705858599	0.930264968202587	NA
"Mettl21c"	0	NA	NA	NA	NA	NA
"Tex30"	0.234776103938438	0.414495460440354	0.729606434781522	0.568108285070805	0.569961442371383	NA
"Kdelc1"	1.20774689870964	0.579502577947121	1.01755625524865	0.569504216556083	0.569014010036766	NA
"Bivm"	1.25429877398064	-0.279180821682264	1.0466264722735	-0.266743512683968	0.789666649044501	NA
"Ercc5"	1.42134211988418	0.851373349771446	1.05899063591541	0.803947949016096	0.421427036509325	NA
"Mettl21e"	0	NA	NA	NA	NA	NA
"Gulp1"	0	NA	NA	NA	NA	NA
"4930521E06Rik"	0	NA	NA	NA	NA	NA
"Col3a1"	0	NA	NA	NA	NA	NA
"Col5a2"	0	NA	NA	NA	NA	NA
"Wdr75"	8.01652573452459	-0.443578903872949	0.747818566260859	-0.593163801870917	0.553071535178842	0.999227153164369
"Slc40a1"	0.268642482955885	-0.43929533429559	0.737831958113401	-0.595386699457755	0.551585014102991	NA
"Gm4776"	0	NA	NA	NA	NA	NA
"Dnah7b"	0	NA	NA	NA	NA	NA
"Slc39a10"	4.30018128785368	-0.79039186420645	0.906438828549621	-0.871974852921012	0.383222096381165	NA
"Mir6350"	0	NA	NA	NA	NA	NA
"Tmeff2"	0	NA	NA	NA	NA	NA
"9330175M20Rik"	0	NA	NA	NA	NA	NA
"Sdpr"	0	NA	NA	NA	NA	NA
"Nabp1"	1.72804109160071	-0.729421138809977	1.07657944005917	-0.677535824731975	0.498066048116838	NA
"Myo1b"	2.9231024940568	0.254721222841465	0.973748827139364	0.261588220434394	0.793638926605071	NA
"Stat4"	0	NA	NA	NA	NA	NA
"Stat1"	0	NA	NA	NA	NA	NA
"Gls"	2.91041699780325	0.611533152549423	0.978132336498661	0.625204923434468	0.531836570965423	NA
"Nab1"	0.469552207876876	0.496029444800976	0.773482146461635	0.64129398082439	0.521331699190375	NA
"Tmem194b"	1.51444587042617	-0.999325781543641	1.06857094675232	-0.935198345585629	0.349686090981396	NA
"Mfsd6"	0	NA	NA	NA	NA	NA
"Inpp1"	0	NA	NA	NA	NA	NA
"Hibch"	0.234776103938438	0.414495460440354	0.729606434781522	0.568108285070805	0.569961442371383	NA
"1700019D03Rik"	0	NA	NA	NA	NA	NA
"Mstn"	0	NA	NA	NA	NA	NA
"1700019A02Rik"	0	NA	NA	NA	NA	NA
"Pms1"	1.0195226700422	-0.462943649571233	0.967952704857705	-0.478270939528278	0.632457377244101	NA
"Ormdl1"	0.750880187086312	-0.236144760786094	0.882801097176163	-0.267494865538178	0.789088166899326	NA
"Osgepl1"	0	NA	NA	NA	NA	NA
"Asnsd1"	1.9966835745566	-0.975468106893253	1.06240735173677	-0.918167692739139	0.35853107977102	NA
"Dnah7a"	0	NA	NA	NA	NA	NA
"Stk17b"	0.516104083147874	-0.555335537120785	0.800369105616121	-0.693849291813044	0.487776726738759	NA
"Hecw2"	0.516104083147874	-0.555335537120785	0.800369105616121	-0.693849291813044	0.487776726738759	NA
"Mir7681"	0	NA	NA	NA	NA	NA
"Ccdc150"	0	NA	NA	NA	NA	NA
"Gtf3c3"	2.09409260186574	-1.53259939093952	1.07102312089978	-1.4309676056778	0.152439499523876	NA
"Pgap1"	2.9654642595846	0.232434280597894	0.98000845861858	0.237175790222804	0.812520417134751	NA
"Ankrd44"	0	NA	NA	NA	NA	NA
"Sf3b1"	17.0859383624607	0.039342379750644	0.549104852703667	0.0716482099127901	0.942881872670873	0.999227153164369
"Coq10b"	0	NA	NA	NA	NA	NA
"Hspd1"	7.84288856267021	-0.108368027971087	0.745508126093847	-0.14536129678276	0.884425620741445	0.999227153164369
"Hspe1"	3.90026339857121	-0.088676692013496	0.918739270822629	-0.0965199756119011	0.923107609748162	NA
"Mob4"	0.704328311815314	0.630618676385513	0.838444797927726	0.75212903454602	0.451973464928414	NA
"Rftn2"	0	NA	NA	NA	NA	NA
"Mars2"	1.22043239496319	0.166220962909453	1.04101570196227	0.159671907538122	0.873139531477074	NA
"Boll"	0	NA	NA	NA	NA	NA
"Plcl1"	0	NA	NA	NA	NA	NA
"9130227L01Rik"	0	NA	NA	NA	NA	NA
"Hsfy2"	0	NA	NA	NA	NA	NA
"Satb2"	0.268642482955885	-0.43929533429559	0.737831958113401	-0.595386699457755	0.551585014102991	NA
"9130024F11Rik"	0	NA	NA	NA	NA	NA
"BC055402"	0	NA	NA	NA	NA	NA
"4930558J18Rik"	0	NA	NA	NA	NA	NA
"1700066M21Rik"	0.482237704130426	-0.0137507758879931	0.78797011559185	-0.0174508850220351	0.986076914946203	NA
"Tyw5"	0.469552207876876	0.533257993026978	0.794596772670057	0.671105158450479	0.502153541014868	NA
"9430016H08Rik"	0.717013808068864	0.161411292747297	0.828084581884091	0.194921263212084	0.84545458782496	NA
"Spats2l"	0.234776103938438	0.414495460440354	0.729606434781522	0.568108285070805	0.569961442371383	NA
"Kctd18"	0.469552207876876	0.533257993026978	0.794596772670057	0.671105158450479	0.502153541014868	NA
"Sgol2"	4.38680637946878	0.663139842587544	0.895052662224187	0.740894777006367	0.458757242599134	NA
"Aox1"	0	NA	NA	NA	NA	NA
"Aox3"	0	NA	NA	NA	NA	NA
"Aox4"	0.234776103938438	0.414495460440354	0.729606434781522	0.568108285070805	0.569961442371383	NA
"Aox2"	0	NA	NA	NA	NA	NA
"Bzw1"	11.5677283958515	0.0412724849770797	0.632449723775757	0.0652581279199252	0.947968480324071	0.999227153164369
"Clk1"	2.9442833768207	0.245043366901075	0.972956985307185	0.251854265503535	0.801153711073942	NA
"Ppil3"	0.494923200383977	-0.509944709005495	0.776203402966891	-0.656973039613492	0.511198252052982	NA
"Nif3l1"	3.22561135603014	-0.265749977265057	0.954518103664645	-0.278412715531296	0.780695559652119	NA
"Orc2"	5.40632904951097	0.31162577254946	0.839485781953698	0.371210304270105	0.710480898862673	0.999227153164369
"Fam126b"	0.717013808068864	0.161411292747297	0.828084581884091	0.194921263212084	0.84545458782496	NA
"Ndufb3"	1.93744620303205	0.356150449633512	1.06279867987176	0.335106221317933	0.737544959994797	NA
"Gm20257"	0	NA	NA	NA	NA	NA
"Als2cr12"	0	NA	NA	NA	NA	NA
"Cflar"	0.482237704130426	-0.013750775887993	0.78797011559185	-0.017450885022035	0.986076914946203	NA
"Casp8"	0.482237704130426	-0.0137507758879931	0.78797011559185	-0.0174508850220351	0.986076914946203	NA
"Trak2"	1.98399807830305	-0.485626796734518	1.06826374526954	-0.454594475273507	0.649401010121741	NA
"Stradb"	0.503418586894324	-0.0294079971560354	0.78947349828837	-0.0372501385034379	0.970285561583711	NA
"Als2cr11"	0	NA	NA	NA	NA	NA
"Tmem237"	0.951789912007303	0.375582832060041	0.947740176567793	0.39629303615702	0.691888863954796	NA
"Mpp4"	0	NA	NA	NA	NA	NA
"Als2"	1.9924934648134	-0.0871887769510309	1.07049330797894	-0.0814472881812225	0.93508624346854	NA
"Cdk15"	0	NA	NA	NA	NA	NA
"Fzd7"	5.59672666033817	-2.1511720747431	0.887937774830004	-2.4226608392181	0.0154073036752593	0.630572425726581
"Gm973"	0	NA	NA	NA	NA	NA
"Sumo1"	0.98565629102475	-0.0366141554814006	0.955804381627481	-0.0383071642955397	0.969442778698706	NA
"Nop58"	11.1932966661	0.68784605250957	0.655700822182347	1.04902423367449	0.29416696508162	0.999227153164369
"Snord70"	0	NA	NA	NA	NA	NA
"Snord11"	0	NA	NA	NA	NA	NA
"Bmpr2"	2.0178644573205	-0.962181213752463	1.06648818902147	-0.902195845821122	0.366952841197058	NA
"Fam117b"	2.01367434757729	-0.10022895368259	1.06785457352383	-0.0938601155697104	0.925220277082308	NA
"Ica1l"	0	NA	NA	NA	NA	NA
"Wdr12"	1.98399807830305	-0.508272162733419	1.05948165131688	-0.479736635459107	0.631414674189888	NA
"Carf"	0	NA	NA	NA	NA	NA
"Nbeal1"	0.717013808068864	0.161411292747297	0.828084581884091	0.194921263212084	0.84545458782496	NA
"Cyp20a1"	0	NA	NA	NA	NA	NA
"Abi2"	2.78143014066036	-1.48833711726947	1.01773578538621	-1.46240029941039	0.14363154744454	NA
"Raph1"	2.0178644573205	-0.962181213752463	1.06648818902147	-0.902195845821122	0.366952841197058	NA
"Cd28"	0	NA	NA	NA	NA	NA
"Ctla4"	0	NA	NA	NA	NA	NA
"Icos"	0	NA	NA	NA	NA	NA
"9530026F06Rik"	0	NA	NA	NA	NA	NA
"Pard3b"	0	NA	NA	NA	NA	NA
"Nrp2"	0	NA	NA	NA	NA	NA
"4930487H11Rik"	0	NA	NA	NA	NA	NA
"Ino80d"	1.93744620303205	0.350859379502177	1.06577127762712	0.329207013613038	0.74199922204824	NA
"Ino80dos"	0	NA	NA	NA	NA	NA
"Ndufs1"	3.87489240606411	0.467399001165108	0.915762093808042	0.510393479185743	0.609775824333446	NA
"Eef1b2"	31.1368933137663	0.0695093187493871	0.435038873516328	0.159777258955177	0.873056538643072	0.999227153164369
"Snora41"	0.234776103938438	0.414495460440354	0.729606434781522	0.568108285070805	0.569961442371383	NA
"Gpr1"	0	NA	NA	NA	NA	NA
"Zdbf2"	2.45355028617993	-0.0859019688156312	1.01226148065611	-0.0848614418874781	0.932371546084238	NA
"Adam23"	0.268642482955885	-0.43929533429559	0.737831958113401	-0.595386699457755	0.551585014102991	NA
"Dytn"	0	NA	NA	NA	NA	NA
"Mdh1b"	0.234776103938438	0.414495460440354	0.729606434781522	0.568108285070805	0.569961442371383	NA
"Fastkd2"	2.56364480974262	-0.898551261504672	1.02531823981079	-0.876363285676544	0.380832570817503	NA
"4933402D24Rik"	0	NA	NA	NA	NA	NA
"Gm13749"	0	NA	NA	NA	NA	NA
"Mir1958"	0	NA	NA	NA	NA	NA
"Klf7"	0.234776103938438	0.414495460440354	0.729606434781522	0.568108285070805	0.569961442371383	NA
"Mir6899"	0	NA	NA	NA	NA	NA
"Creb1"	3.22561135603014	-0.266707755633668	0.95139476496466	-0.280333427779135	0.779221706845845	NA
"Mettl21a"	0	NA	NA	NA	NA	NA
"2810408I11Rik"	0.247461600191988	-0.431760461295269	0.733298337348993	-0.58879236363219	0.556000569113249	NA
"Ccnyl1"	0.750880187086312	-0.236144760786094	0.882801097176163	-0.267494865538178	0.789088166899326	NA
"Fzd5"	3.45608218320143	-1.02743148483215	0.965563540793199	-1.06407444090953	0.287294978344555	NA
"Plekhm3"	0.9729707947712	0.315521401021324	0.913315184305824	0.345468252847608	0.729742373341542	NA
"Akr1cl"	0	NA	NA	NA	NA	NA
"Cryge"	0	NA	NA	NA	NA	NA
"Crygd"	0	NA	NA	NA	NA	NA
"Crygc"	0	NA	NA	NA	NA	NA
"Crygb"	0	NA	NA	NA	NA	NA
"Cryga"	0.268642482955885	-0.43929533429559	0.737831958113401	-0.595386699457755	0.551585014102991	NA
"D630023F18Rik"	0.729699304322415	-0.192598804115248	0.832053742506083	-0.231473995339718	0.816946585613013	NA
"Idh1"	3.97649154311645	-0.386480590642821	0.907080837390097	-0.426070725686174	0.670056310843988	NA
"Pikfyve"	2.67983100360802	-0.254374458361801	1.00246544209056	-0.253748855253628	0.799689587943834	NA
"Pth2r"	0	NA	NA	NA	NA	NA
"Crygf"	0	NA	NA	NA	NA	NA
"Map2"	0.268642482955885	-0.43929533429559	0.737831958113401	-0.595386699457755	0.551585014102991	NA
"Unc80"	0.268642482955885	-0.43929533429559	0.737831958113401	-0.595386699457755	0.551585014102991	NA
"Rpe"	2.13835592795304	0.982737948659494	1.06027148071159	0.926873887053853	0.353992016623757	NA
"Kansl1l"	0.247461600191988	-0.431760461295269	0.733298337348993	-0.58879236363219	0.556000569113249	NA
"Acadl"	0.234776103938438	0.414495460440354	0.729606434781522	0.568108285070805	0.569961442371383	NA
"Myl1"	0	NA	NA	NA	NA	NA
