"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"1190005I06Rik"	0	NA	NA	NA	NA	NA
"1190007I07Rik"	0	NA	NA	NA	NA	NA
"1200014J11Rik"	1.27948672229638	-0.76471042261019	1.11749276416542	-0.684309059648631	0.49378002736037	0.994490002626217
"1300002E11Rik"	0	NA	NA	NA	NA	NA
"1300002K09Rik"	0	NA	NA	NA	NA	NA
"1300017J02Rik"	0	NA	NA	NA	NA	NA
"1500004A13Rik"	0.242745885853662	0.468293135025991	0.810919419181774	0.577484179005732	0.563612423167137	0.994490002626217
"1500009C09Rik"	0	NA	NA	NA	NA	NA
"1500009L16Rik"	0.242745885853662	0.468293135025991	0.810919419181774	0.577484179005732	0.563612423167137	0.994490002626217
"1500011B03Rik"	0.25	-0.47960771046473	0.81320293761986	-0.58977616567456	0.555340723855808	0.994490002626217
"1500011K16Rik"	0	NA	NA	NA	NA	NA
"1500012F01Rik"	1.0190060838646	-0.0387309836924125	1.05695601800386	-0.0366438934380247	0.970768945112374	0.994490002626217
"1500012K07Rik"	0	NA	NA	NA	NA	NA
"1500015A07Rik"	0	NA	NA	NA	NA	NA
"1500015L24Rik"	0	NA	NA	NA	NA	NA
"1500015O10Rik"	0	NA	NA	NA	NA	NA
"1500017E21Rik"	0	NA	NA	NA	NA	NA
"1600002D24Rik"	0	NA	NA	NA	NA	NA
"1600002H07Rik"	0.25	-0.47960771046473	0.81320293761986	-0.58977616567456	0.555340723855808	0.994490002626217
"1600002K03Rik"	0	NA	NA	NA	NA	NA
"1600010M07Rik"	0	NA	NA	NA	NA	NA
"1600012H06Rik"	0.25	-0.47960771046473	0.81320293761986	-0.58977616567456	0.555340723855808	0.994490002626217
"1600014C10Rik"	0.26675715607864	-0.486375777305959	0.817056545365717	-0.595277989099587	0.551657666430579	0.994490002626217
"1600014C23Rik"	0	NA	NA	NA	NA	NA
"1600014K23Rik"	0	NA	NA	NA	NA	NA
"1600015I10Rik"	0	NA	NA	NA	NA	NA
"1600016N20Rik"	0	NA	NA	NA	NA	NA
"1600019K03Rik"	0	NA	NA	NA	NA	NA
"1600020E01Rik"	0	NA	NA	NA	NA	NA
"1600023N17Rik"	0	NA	NA	NA	NA	NA
"1600025M17Rik"	0	NA	NA	NA	NA	NA
"1600027J07Rik"	0	NA	NA	NA	NA	NA
"1600029I14Rik"	0	NA	NA	NA	NA	NA
"1600029O15Rik"	0	NA	NA	NA	NA	NA
"1700001C02Rik"	0	NA	NA	NA	NA	NA
"1700001C19Rik"	0	NA	NA	NA	NA	NA
"1700001D01Rik"	0	NA	NA	NA	NA	NA
"1700001F09Rik"	0	NA	NA	NA	NA	NA
"1700001G11Rik"	0	NA	NA	NA	NA	NA
"1700001G17Rik"	0	NA	NA	NA	NA	NA
"1700001J03Rik"	0	NA	NA	NA	NA	NA
"1700001J11Rik"	0	NA	NA	NA	NA	NA
"1700001K19Rik"	0	NA	NA	NA	NA	NA
"1700001K23Rik"	0	NA	NA	NA	NA	NA
"1700001L05Rik"	0.245972410139099	0.46969695175694	0.811720171105678	0.578643932326021	0.56282945488239	0.994490002626217
"1700001L19Rik"	0	NA	NA	NA	NA	NA
"1700001O22Rik"	0	NA	NA	NA	NA	NA
"1700001P01Rik"	0	NA	NA	NA	NA	NA
"1700003C15Rik"	0	NA	NA	NA	NA	NA
"1700003D09Rik"	0	NA	NA	NA	NA	NA
"1700003E16Rik"	0	NA	NA	NA	NA	NA
"1700003E24Rik"	0	NA	NA	NA	NA	NA
"1700003F12Rik"	0	NA	NA	NA	NA	NA
"1700003G13Rik"	0	NA	NA	NA	NA	NA
"1700003G18Rik"	0	NA	NA	NA	NA	NA
"1700003H04Rik"	0	NA	NA	NA	NA	NA
"1700003L19Rik"	0	NA	NA	NA	NA	NA
"1700003M02Rik"	0	NA	NA	NA	NA	NA
"1700003M07Rik"	0	NA	NA	NA	NA	NA
"1700003P14Rik"	0	NA	NA	NA	NA	NA
"1700006A11Rik"	0	NA	NA	NA	NA	NA
"1700006E09Rik"	0	NA	NA	NA	NA	NA
"1700006F04Rik"	0	NA	NA	NA	NA	NA
"1700006H21Rik"	0	NA	NA	NA	NA	NA
"1700007B14Rik"	0	NA	NA	NA	NA	NA
"1700007F19Rik"	0	NA	NA	NA	NA	NA
"1700007G11Rik"	0	NA	NA	NA	NA	NA
"1700007J10Rik"	0	NA	NA	NA	NA	NA
"1700007K09Rik"	0	NA	NA	NA	NA	NA
"1700007K13Rik"	0.998221337925062	0.478018049483847	1.08337666633364	0.441229781237169	0.659046655113472	0.994490002626217
"1700007L15Rik"	0	NA	NA	NA	NA	NA
"1700007P06Rik"	0	NA	NA	NA	NA	NA
"1700008F21Rik"	0	NA	NA	NA	NA	NA
"1700008I05Rik"	0	NA	NA	NA	NA	NA
"1700008J07Rik"	0	NA	NA	NA	NA	NA
"1700008K24Rik"	0	NA	NA	NA	NA	NA
"1700008O03Rik"	0	NA	NA	NA	NA	NA
"1700008P02Rik"	0	NA	NA	NA	NA	NA
"1700009C05Rik"	0	NA	NA	NA	NA	NA
"1700009J07Rik"	0	NA	NA	NA	NA	NA
"1700009N14Rik"	0	NA	NA	NA	NA	NA
"1700009P17Rik"	0	NA	NA	NA	NA	NA
"1700010B08Rik"	0	NA	NA	NA	NA	NA
"1700010D01Rik"	0	NA	NA	NA	NA	NA
"1700010I02Rik"	0	NA	NA	NA	NA	NA
"1700010I14Rik"	0	NA	NA	NA	NA	NA
"1700010J16Rik"	0	NA	NA	NA	NA	NA
"1700010K23Rik"	0	NA	NA	NA	NA	NA
"1700011A15Rik"	0	NA	NA	NA	NA	NA
"1700011B04Rik"	0	NA	NA	NA	NA	NA
"1700011E24Rik"	0	NA	NA	NA	NA	NA
"1700011H14Rik"	0	NA	NA	NA	NA	NA
"1700011I03Rik"	0	NA	NA	NA	NA	NA
"1700011L22Rik"	0	NA	NA	NA	NA	NA
"1700011M02Rik"	0	NA	NA	NA	NA	NA
"1700012A03Rik"	0	NA	NA	NA	NA	NA
"1700012B07Rik"	0	NA	NA	NA	NA	NA
"1700012B09Rik"	0	NA	NA	NA	NA	NA
"1700012D01Rik"	0	NA	NA	NA	NA	NA
"1700012D14Rik"	0	NA	NA	NA	NA	NA
"1700012I11Rik"	0	NA	NA	NA	NA	NA
"1700012L04Rik"	0	NA	NA	NA	NA	NA
"1700012P22Rik"	0	NA	NA	NA	NA	NA
"1700013D24Rik"	0	NA	NA	NA	NA	NA
"1700013F07Rik"	0	NA	NA	NA	NA	NA
"1700013G24Rik"	0	NA	NA	NA	NA	NA
"1700013H16Rik"	0.25	-0.47960771046473	0.81320293761986	-0.58977616567456	0.555340723855808	0.994490002626217
"1700015E13Rik"	0	NA	NA	NA	NA	NA
"1700015F17Rik"	0	NA	NA	NA	NA	NA
"1700015G11Rik"	0	NA	NA	NA	NA	NA
"1700016C15Rik"	0	NA	NA	NA	NA	NA
"1700016D06Rik"	0	NA	NA	NA	NA	NA
"1700016G22Rik"	0	NA	NA	NA	NA	NA
"1700016H13Rik"	0	NA	NA	NA	NA	NA
"1700016K19Rik"	0	NA	NA	NA	NA	NA
"1700016L04Rik"	0	NA	NA	NA	NA	NA
"1700016L21Rik"	0	NA	NA	NA	NA	NA
"1700016P04Rik"	0	NA	NA	NA	NA	NA
"1700017B05Rik"	0.745972410139099	-0.255182481119857	0.994855377597309	-0.256502087505575	0.797563168751199	0.994490002626217
"1700017D01Rik"	0	NA	NA	NA	NA	NA
"1700017G19Rik"	0	NA	NA	NA	NA	NA
"1700017J07Rik"	0	NA	NA	NA	NA	NA
"1700017N19Rik"	0	NA	NA	NA	NA	NA
"1700018A04Rik"	0	NA	NA	NA	NA	NA
"1700018B08Rik"	0	NA	NA	NA	NA	NA
"1700018B24Rik"	0	NA	NA	NA	NA	NA
"1700018C11Rik"	0	NA	NA	NA	NA	NA
"1700018F24Rik"	0	NA	NA	NA	NA	NA
"1700018G05Rik"	0	NA	NA	NA	NA	NA
"1700018L02Rik"	0	NA	NA	NA	NA	NA
"1700019A02Rik"	0	NA	NA	NA	NA	NA
"1700019B03Rik"	0	NA	NA	NA	NA	NA
"1700019B21Rik"	0	NA	NA	NA	NA	NA
"1700019D03Rik"	0	NA	NA	NA	NA	NA
"1700019E08Rik"	0	NA	NA	NA	NA	NA
"1700019G17Rik"	0	NA	NA	NA	NA	NA
"1700019G24Rik"	0	NA	NA	NA	NA	NA
"1700019L03Rik"	0	NA	NA	NA	NA	NA
"1700019M22Rik"	0	NA	NA	NA	NA	NA
"1700019N19Rik"	0	NA	NA	NA	NA	NA
"1700019O17Rik"	0	NA	NA	NA	NA	NA
"1700020A23Rik"	0	NA	NA	NA	NA	NA
"1700020D05Rik"	0	NA	NA	NA	NA	NA
"1700020G17Rik"	0	NA	NA	NA	NA	NA
"1700020I14Rik"	0.26675715607864	-0.486375777305959	0.817056545365717	-0.595277989099587	0.551657666430579	0.994490002626217
"1700020L24Rik"	0	NA	NA	NA	NA	NA
"1700020M21Rik"	0	NA	NA	NA	NA	NA
"1700020N01Rik"	0	NA	NA	NA	NA	NA
"1700020N15Rik"	0	NA	NA	NA	NA	NA
"1700020N18Rik"	0	NA	NA	NA	NA	NA
"1700021F05Rik"	0.242745885853662	0.468293135025991	0.810919419181774	0.577484179005732	0.563612423167137	0.994490002626217
"1700021F07Rik"	0	NA	NA	NA	NA	NA
"1700021K19Rik"	0.485491771707323	0.559823580986157	0.857424599908716	0.652912898750231	0.513812432848376	0.994490002626217
"1700021N21Rik"	0	NA	NA	NA	NA	NA
"1700022A21Rik"	0	NA	NA	NA	NA	NA
"1700022A22Rik"	0	NA	NA	NA	NA	NA
"1700022E09Rik"	0	NA	NA	NA	NA	NA
"1700022H16Rik"	0	NA	NA	NA	NA	NA
"1700022I11Rik"	0	NA	NA	NA	NA	NA
"1700023C21Rik"	0	NA	NA	NA	NA	NA
"1700023E05Rik"	0	NA	NA	NA	NA	NA
"1700023F02Rik"	0	NA	NA	NA	NA	NA
"1700023F06Rik"	0	NA	NA	NA	NA	NA
"1700023L04Rik"	0.242745885853662	0.468293135025991	0.810919419181774	0.577484179005732	0.563612423167137	0.994490002626217
"1700024B18Rik"	0	NA	NA	NA	NA	NA
"1700024F13Rik"	0	NA	NA	NA	NA	NA
"1700024G13Rik"	0	NA	NA	NA	NA	NA
"1700024P04Rik"	0	NA	NA	NA	NA	NA
"1700024P16Rik"	0	NA	NA	NA	NA	NA
"1700025B11Rik"	0	NA	NA	NA	NA	NA
"1700025C18Rik"	0	NA	NA	NA	NA	NA
"1700025F22Rik"	0	NA	NA	NA	NA	NA
"1700025F24Rik"	0	NA	NA	NA	NA	NA
"1700025G04Rik"	0	NA	NA	NA	NA	NA
"1700025K24Rik"	0	NA	NA	NA	NA	NA
"1700025M24Rik"	0	NA	NA	NA	NA	NA
"1700025N23Rik"	0	NA	NA	NA	NA	NA
"1700026D08Rik"	0	NA	NA	NA	NA	NA
"1700026D11Rik"	0	NA	NA	NA	NA	NA
"1700026F02Rik"	0	NA	NA	NA	NA	NA
"1700026L06Rik"	0	NA	NA	NA	NA	NA
"1700027A15Rik"	0	NA	NA	NA	NA	NA
"1700027F09Rik"	0	NA	NA	NA	NA	NA
"1700027H10Rik"	0	NA	NA	NA	NA	NA
"1700027I24Rik"	0	NA	NA	NA	NA	NA
"1700027J07Rik"	0	NA	NA	NA	NA	NA
"1700028B04Rik"	0	NA	NA	NA	NA	NA
"1700028D13Rik"	0	NA	NA	NA	NA	NA
"1700028E10Rik"	0	NA	NA	NA	NA	NA
"1700028I16Rik"	0	NA	NA	NA	NA	NA
"1700028J19Rik"	0	NA	NA	NA	NA	NA
"1700028K03Rik"	0.25	-0.47960771046473	0.81320293761986	-0.58977616567456	0.555340723855808	0.994490002626217
"1700028M03Rik"	0	NA	NA	NA	NA	NA
"1700028P14Rik"	0	NA	NA	NA	NA	NA
"1700028P15Rik"	0	NA	NA	NA	NA	NA
"1700029B22Rik"	0	NA	NA	NA	NA	NA
"1700029F12Rik"	0	NA	NA	NA	NA	NA
"1700029H14Rik"	0	NA	NA	NA	NA	NA
"1700029I15Rik"	0	NA	NA	NA	NA	NA
"1700029J03Rik"	0	NA	NA	NA	NA	NA
"1700029J07Rik"	0	NA	NA	NA	NA	NA
"1700029M20Rik"	0	NA	NA	NA	NA	NA
"1700029N11Rik"	0	NA	NA	NA	NA	NA
"1700029P11Rik"	0.242745885853662	0.468293135025991	0.810919419181774	0.577484179005732	0.563612423167137	0.994490002626217
"1700030A11Rik"	0	NA	NA	NA	NA	NA
"1700030C10Rik"	0	NA	NA	NA	NA	NA
"1700030F04Rik"	0	NA	NA	NA	NA	NA
"1700030F18Rik"	0	NA	NA	NA	NA	NA
"1700030J22Rik"	0	NA	NA	NA	NA	NA
"1700030K09Rik"	0.509503041932302	-0.0241722660708255	0.904066482705125	-0.0267372660454106	0.97866928974255	0.994490002626217
"1700030L20Rik"	0	NA	NA	NA	NA	NA
"1700030M09Rik"	0	NA	NA	NA	NA	NA
"1700030N03Rik"	0	NA	NA	NA	NA	NA
"1700030O20Rik"	0	NA	NA	NA	NA	NA
"1700031A10Rik"	0	NA	NA	NA	NA	NA
"1700031F05Rik"	0	NA	NA	NA	NA	NA
"1700031M16Rik"	0	NA	NA	NA	NA	NA
"1700031P21Rik"	0	NA	NA	NA	NA	NA
"1700034E13Rik"	0	NA	NA	NA	NA	NA
"1700034F02Rik"	0	NA	NA	NA	NA	NA
"1700034G24Rik"	0	NA	NA	NA	NA	NA
"1700034H15Rik"	0	NA	NA	NA	NA	NA
"1700034I23Rik"	0	NA	NA	NA	NA	NA
"1700034J05Rik"	0	NA	NA	NA	NA	NA
"1700034K08Rik"	0	NA	NA	NA	NA	NA
"1700034O15Rik"	0	NA	NA	NA	NA	NA
"1700034P13Rik"	0	NA	NA	NA	NA	NA
"1700036G14Rik"	0	NA	NA	NA	NA	NA
"1700037C18Rik"	0	NA	NA	NA	NA	NA
"1700037H04Rik"	0.984690706131859	0.496992921486887	1.08145262931523	0.459560509646716	0.645831710021617	0.994490002626217
"1700039E15Rik"	0	NA	NA	NA	NA	NA
"1700039E22Rik"	0	NA	NA	NA	NA	NA
"1700040L02Rik"	0	NA	NA	NA	NA	NA
"1700041C23Rik"	0	NA	NA	NA	NA	NA
"1700041M19Rik"	0	NA	NA	NA	NA	NA
"1700042B14Rik"	0	NA	NA	NA	NA	NA
"1700042G07Rik"	0	NA	NA	NA	NA	NA
"1700042G15Rik"	0	NA	NA	NA	NA	NA
"1700042O10Rik"	0	NA	NA	NA	NA	NA
"1700044C05Rik"	0	NA	NA	NA	NA	NA
"1700044K03Rik"	0	NA	NA	NA	NA	NA
"1700045H11Rik"	0	NA	NA	NA	NA	NA
"1700046C09Rik"	0	NA	NA	NA	NA	NA
"1700047A11Rik"	0	NA	NA	NA	NA	NA
"1700047E10Rik"	0	NA	NA	NA	NA	NA
"1700047G03Rik"	0	NA	NA	NA	NA	NA
"1700047I17Rik2"	0	NA	NA	NA	NA	NA
"1700047L14Rik"	0	NA	NA	NA	NA	NA
"1700047M11Rik"	0	NA	NA	NA	NA	NA
"1700048M11Rik"	0	NA	NA	NA	NA	NA
"1700048O20Rik"	0	NA	NA	NA	NA	NA
"1700049E15Rik"	0	NA	NA	NA	NA	NA
"1700049E22Rik"	0	NA	NA	NA	NA	NA
"1700049G17Rik"	0	NA	NA	NA	NA	NA
"1700049L16Rik"	0	NA	NA	NA	NA	NA
"1700051A21Rik"	0	NA	NA	NA	NA	NA
"1700052I22Rik"	0	NA	NA	NA	NA	NA
"1700052K11Rik"	0.245972410139099	0.46969695175694	0.811720171105678	0.578643932326021	0.56282945488239	0.994490002626217
"1700052N19Rik"	0.758701976356837	0.222880105605586	0.998021773760447	0.223321886821964	0.823284994148702	0.994490002626217
"1700054A03Rik"	0	NA	NA	NA	NA	NA
"1700054K19Rik"	0	NA	NA	NA	NA	NA
"1700054M17Rik"	0	NA	NA	NA	NA	NA
"1700054O13Rik"	0	NA	NA	NA	NA	NA
"1700055C04Rik"	0	NA	NA	NA	NA	NA
"1700055N04Rik"	0	NA	NA	NA	NA	NA
"1700056E22Rik"	0.25	-0.47960771046473	0.81320293761986	-0.58977616567456	0.555340723855808	0.994490002626217
"1700057G04Rik"	0	NA	NA	NA	NA	NA
"1700057H15Rik"	0	NA	NA	NA	NA	NA
"1700060C16Rik"	0	NA	NA	NA	NA	NA
"1700060C20Rik"	0	NA	NA	NA	NA	NA
"1700061F12Rik"	0	NA	NA	NA	NA	NA
"1700061G19Rik"	0.731464181846422	0.908168523001043	0.997585770343136	0.910366356457414	0.362629334356597	0.994490002626217
"1700061I17Rik"	0	NA	NA	NA	NA	NA
"1700063A18Rik"	0	NA	NA	NA	NA	NA
"1700063D05Rik"	0	NA	NA	NA	NA	NA
"1700063O14Rik"	0	NA	NA	NA	NA	NA
"1700064J06Rik"	0	NA	NA	NA	NA	NA
"1700064M15Rik"	0	NA	NA	NA	NA	NA
"1700065D16Rik"	0	NA	NA	NA	NA	NA
"1700065I16Rik"	0	NA	NA	NA	NA	NA
"1700065J11Rik"	0	NA	NA	NA	NA	NA
"1700065J18Rik"	0	NA	NA	NA	NA	NA
"1700065L07Rik"	0	NA	NA	NA	NA	NA
"1700065O20Rik"	0	NA	NA	NA	NA	NA
"1700066B17Rik"	0	NA	NA	NA	NA	NA
"1700066B19Rik"	0	NA	NA	NA	NA	NA
"1700066M21Rik"	0.495972410139099	-0.00644982997850094	0.897628842156918	-0.00718540857377377	0.994266922769189	0.994490002626217
"1700066N21Rik"	0	NA	NA	NA	NA	NA
"1700066O22Rik"	0	NA	NA	NA	NA	NA
"1700067G17Rik"	0	NA	NA	NA	NA	NA
"1700067K01Rik"	0	NA	NA	NA	NA	NA
"1700067P10Rik"	0	NA	NA	NA	NA	NA
"1700069L16Rik"	0	NA	NA	NA	NA	NA
"1700069P05Rik"	0	NA	NA	NA	NA	NA
"1700071K01Rik"	0	NA	NA	NA	NA	NA
"1700071M16Rik"	0	NA	NA	NA	NA	NA
"1700072B07Rik"	0	NA	NA	NA	NA	NA
"1700072O05Rik"	0	NA	NA	NA	NA	NA
"1700073E17Rik"	0	NA	NA	NA	NA	NA
"1700074H08Rik"	0	NA	NA	NA	NA	NA
"1700074P13Rik"	0	NA	NA	NA	NA	NA
"1700080E11Rik"	0	NA	NA	NA	NA	NA
"1700080N15Rik"	0	NA	NA	NA	NA	NA
"1700080O16Rik"	0	NA	NA	NA	NA	NA
"1700081H04Rik"	0	NA	NA	NA	NA	NA
"1700084C01Rik"	0	NA	NA	NA	NA	NA
"1700084E18Rik"	0	NA	NA	NA	NA	NA
"1700084F23Rik"	0	NA	NA	NA	NA	NA
"1700084J12Rik"	0	NA	NA	NA	NA	NA
"1700085C21Rik"	0	NA	NA	NA	NA	NA
"1700086L19Rik"	0	NA	NA	NA	NA	NA
"1700086O06Rik"	0.25	-0.47960771046473	0.81320293761986	-0.58977616567456	0.555340723855808	0.994490002626217
"1700088E04Rik"	0.492745885853662	-0.00935000009991939	0.896060554975212	-0.0104345627625334	0.99167457455218	0.994490002626217
"1700091H14Rik"	0	NA	NA	NA	NA	NA
"1700092C02Rik"	0	NA	NA	NA	NA	NA
"1700092C10Rik"	0	NA	NA	NA	NA	NA
"1700092E19Rik"	0	NA	NA	NA	NA	NA
"1700092K14Rik"	0	NA	NA	NA	NA	NA
"1700092M07Rik"	0	NA	NA	NA	NA	NA
"1700093K21Rik"	0	NA	NA	NA	NA	NA
"1700094D03Rik"	0	NA	NA	NA	NA	NA
"1700094J05Rik"	0	NA	NA	NA	NA	NA
"1700094M24Rik"	0	NA	NA	NA	NA	NA
"1700095A21Rik"	0	NA	NA	NA	NA	NA
"1700095B10Rik"	0	NA	NA	NA	NA	NA
"1700096J18Rik"	0	NA	NA	NA	NA	NA
"1700096K18Rik"	0	NA	NA	NA	NA	NA
"1700097N02Rik"	0	NA	NA	NA	NA	NA
"1700100L14Rik"	0	NA	NA	NA	NA	NA
"1700101E01Rik"	0	NA	NA	NA	NA	NA
"1700101I11Rik"	0	NA	NA	NA	NA	NA
"1700101O22Rik"	0	NA	NA	NA	NA	NA
"1700102H20Rik"	0	NA	NA	NA	NA	NA
"1700102P08Rik"	0	NA	NA	NA	NA	NA
"1700104L18Rik"	0	NA	NA	NA	NA	NA
"1700105P06Rik"	0	NA	NA	NA	NA	NA
"1700106J16Rik"	0	NA	NA	NA	NA	NA
"1700108F19Rik"	0	NA	NA	NA	NA	NA
"1700108J01Rik"	0	NA	NA	NA	NA	NA
"1700109G14Rik"	0	NA	NA	NA	NA	NA
"1700109G15Rik"	0	NA	NA	NA	NA	NA
"1700109H08Rik"	0.245972410139099	0.46969695175694	0.811720171105678	0.578643932326021	0.56282945488239	0.994490002626217
"1700109I08Rik"	0	NA	NA	NA	NA	NA
"1700109K24Rik"	0	NA	NA	NA	NA	NA
"1700110C19Rik"	0	NA	NA	NA	NA	NA
"1700110I01Rik"	0	NA	NA	NA	NA	NA
"1700110K17Rik"	0	NA	NA	NA	NA	NA
"1700111N16Rik"	0	NA	NA	NA	NA	NA
"1700112E06Rik"	0	NA	NA	NA	NA	NA
"1700112H15Rik"	0	NA	NA	NA	NA	NA
"1700112J05Rik"	0	NA	NA	NA	NA	NA
"1700113A16Rik"	0.245972410139099	0.46969695175694	0.811720171105678	0.578643932326021	0.56282945488239	0.994490002626217
"1700113H08Rik"	0	NA	NA	NA	NA	NA
"1700119H24Rik"	0	NA	NA	NA	NA	NA
"1700120C14Rik"	0	NA	NA	NA	NA	NA
"1700120E14Rik"	0	NA	NA	NA	NA	NA
"1700120G07Rik"	0	NA	NA	NA	NA	NA
"1700120K04Rik"	0	NA	NA	NA	NA	NA
"1700121L16Rik"	0	NA	NA	NA	NA	NA
"1700121N20Rik"	0	NA	NA	NA	NA	NA
"1700122O11Rik"	0	NA	NA	NA	NA	NA
"1700123I01Rik"	0	NA	NA	NA	NA	NA
"1700123K08Rik"	0	NA	NA	NA	NA	NA
"1700123L14Rik"	0	NA	NA	NA	NA	NA
"1700123M08Rik"	0	NA	NA	NA	NA	NA
"1700123O12Rik"	0	NA	NA	NA	NA	NA
"1700123O20Rik"	0.53351431215728	-0.601574779507629	0.875589563373812	-0.687051107815456	0.492050522706881	0.994490002626217
"1700123O21Rik"	0	NA	NA	NA	NA	NA
"1700124L16Rik"	0	NA	NA	NA	NA	NA
"1700125G02Rik"	0	NA	NA	NA	NA	NA
"1700125G22Rik"	0	NA	NA	NA	NA	NA
"1700125H03Rik"	0	NA	NA	NA	NA	NA
"1700125H20Rik"	0	NA	NA	NA	NA	NA
"1700126H18Rik"	0	NA	NA	NA	NA	NA
"1700128A07Rik"	0	NA	NA	NA	NA	NA
"1700128F08Rik"	0	NA	NA	NA	NA	NA
"1700129C05Rik"	0	NA	NA	NA	NA	NA
